Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),QF,H2O (mmol/mol),xCO2  Air (wet) (umol/mol),QF,H2O (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),% O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2
CRIMP2_158W_21N,21.458,-157.798,6/6/2010,15:17,552.6,2,8.8,390.7,2,8.16,1013.6,26.1,98.94,24.951,35.417,557.5,393.9,538.9,380.8,158.2,540.7,382,158.7
CRIMP2_158W_21N,21.458,-157.798,6/6/2010,18:17,414.1,2,9.01,390.6,2,8.06,1015.1,26.1,98.83,25.155,35.34,417.9,393.8,404.4,381.1,23.4,405.7,382.3,23.4
CRIMP2_158W_21N,21.458,-157.798,6/6/2010,21:17,411,2,9.23,390.2,2,8.29,1015.2,26.4,99.7,25.24,35.25,414.8,393.4,401.4,380.7,20.7,402.7,381.9,20.8
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,0:17,423.9,2,9.38,390.4,2,8.18,1014.2,27,100.21,25.316,35.373,428,393.6,413.7,380.4,33.2,415,381.7,33.3
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,3:17,341.3,2,9.56,389.9,2,8.5,1013.2,27.1,102.16,25.979,35.29,344.6,393.3,332.4,379.3,-46.9,333.4,380.5,-47.1
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,6:17,378.5,2,9.16,389.9,2,8.49,1014.5,26.9,102.34,25.781,35.313,382,393.3,369,379.9,-10.9,370.2,381.1,-10.9
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,9:17,436,2,9.1,390.3,2,8.48,1015.6,26.5,101.19,25.661,35.298,440,393.7,425.6,380.8,44.8,427,382.1,44.9
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,12:17,478.1,2,9.02,390.4,2,8.5,1014.1,26.3,99.73,25.442,35.318,482.4,393.8,466.2,380.5,85.7,467.7,381.7,86
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,15:17,494.6,2,8.93,390.6,2,8.44,1014.1,26.1,98.07,25.404,35.324,499.1,394,482.3,380.7,101.6,483.8,381.9,101.9
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,18:17,392.9,2,9.24,391,2,8.33,1015.5,26.1,98.17,25.46,35.303,396.6,394.3,383.7,381.5,2.2,384.9,382.7,2.2
CRIMP2_158W_21N,21.458,-157.798,6/7/2010,21:17,426.6,2,9.35,390.5,2,8.1,1015.6,26.6,98.94,25.478,35.221,430.7,393.7,416.8,381,35.8,418.1,382.2,35.9
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,0:17,400.4,2,9.73,389.9,2,8.59,1014.1,26.9,99.92,26.009,35.324,404.3,393.3,390.3,379.6,10.7,391.5,380.8,10.7
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,3:17,380.2,2,9.96,389.9,2,8.85,1013.4,27,101.27,26.158,35.349,384,393.4,370.3,379.3,-9,371.5,380.5,-9
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,6:17,357.7,2,9.4,390.3,2,8.58,1014.6,26.9,101.49,26.498,35.365,361.1,393.6,348.4,379.8,-31.4,349.5,381,-31.5
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,9:17,369.3,2,9.47,389.8,2,8.85,1015.1,26.6,101.01,26.301,35.352,372.8,393.2,360,379.7,-19.7,361.2,380.9,-19.8
CRIMP2_158W_21N,21.458,-157.798,6/8/2010,12:17,389.4,2,9.41,390,2,8.76,1013.4,26.5,100.09,25.907,35.25,393.1,393.5,379.2,379.6,-0.4,380.4,380.8,-0.4
